filename,wave_size,text
sample-chap24-0.wav,158804,meree priya
sample-chap24-1.wav,220544,aaj mujhe kuchh bhee achchha nahee lag raha
sample-chap24-2.wav,187028,aaj mujhe har koee apana dushman lag raha hai
sample-chap24-3.wav,134108,apana hee nahee tumhaara bhee
sample-chap24-4.wav,564524,aur yah sab isalie ki sabake man kaale hain gande hai aur sab apanee bhaavanaon kee thaah rakhate hue doosaron par apane dosh madh dete hain
sample-chap24-5.wav,488672,hamen hamaaree bhaavanaon se hamen hamaaree jindagee ko thokar lagaakar apanee bhaavanaon kee raksha ke lie kurbaanee dene ko ukasaate hai
sample-chap24-6.wav,322856,yahee kaaran raha hai meree priya shuru se hee meree asantushti ka
sample-chap24-7.wav,239948,tumhaaraapatr padha to man hua mai sab se lad padoon sabase
sample-chap24-8.wav,296396,tumhaaree mammee se suneeta deedee se aur aur apane bade bhaiya se
sample-chap24-9.wav,509840,main samajha tha prem ne baat samaapt karava dee lekin lagata hai koee hai aisa jo is chingaaree ko hava dena chaahata hai
sample-chap24-10.wav,839708,mera man samajhaata hai mujhe aakhir mera unake kahate rahane se kya vaasta jis baat ko sochane ka matalab nahee usake lie pareshaan kyon hona meretumhaare bhavishy ke nirnaayak ye nahee ho sakate
sample-chap24-11.wav,317564,aur aisa ulataaseedha sochane vaalon ko main apane man mein koee jagah nahee de sakata
sample-chap24-12.wav,321092,yah theek hai ki mujhe unake sochane ke dhang ko badalane ka koee hak nahin hai
sample-chap24-13.wav,278756,tab kya unhen meree bhaavanaon ko chot pahunchaane ka koee hak banata hai
sample-chap24-14.wav,204668,meree jindagee meree hai aur sada meree rahegee
sample-chap24-15.wav,903212,hamatum dono milakar jitana hamase ho sakega doosaron ko sukh denge yah hamaare apane daayare kee baat hai lekin ham dono ko alagalag rakhakar yadi koee nirnay lena chaahega to yah usakee bahut badee bhool hogee
sample-chap24-16.wav,400472,aisa chaahane vaala na hamaare sukh kee chaah rakhata hai na kisee aur kee bhaavanaon kee thaah hai use
sample-chap24-17.wav,229364,is sambandh mein vistaar mein baat main tumase milane par karunga
sample-chap24-18.wav,118232,agale itavaar ko aane kee koshish karunga
sample-chap24-19.wav,379304,meree jindagee ka koee bhee nirnay hoga vah tumhaaremere ek samajhe jaane ke baad hoga
sample-chap24-20.wav,411056,aur main tumhen apane se alag rakhakar koee nirnay nahee le sakata
sample-chap24-21.wav,1069028,isalie aisa koee nirnay lene ka koee prashn hee nahee uthata jisamen meretumhaare alagaav kee baat uthe
sample-chap24-22.wav,93536,main peechhe deharaadoon aa raha tha
sample-chap24-23.wav,195848,phir apane aap sab baat samaapt ho gaee
sample-chap24-24.wav,529244,socha tha aur vishvaas diya gaya tha ki tum tak koee baat nahee pahunchegee aur jo kuchh jahaan se shuru hua hai vaheen aakar khatm ho gaya hai
sample-chap24-25.wav,179972,iseelie yah kshanik ulajhan bhee door ho gaee thee
sample-chap24-26.wav,887336,lekin mammee ne apane man mein na jaane kya bitha rakha hai ya unake man mein na jaane kya bitha diya gaya hai bhaiyaabhaabhee va suneeta deedee ke dvaara ki doosara kuchh soch nahin pa rahee hain unakee vaastavik manodasha tum jaanatee hee ho
sample-chap24-27.wav,224072,usake lie kaha suneeta deedee ne kuchh nahin hoga veena ko
