filename,wave_size,text
sample-chap15-0.wav,32226,maan nirmala kee neend baahar rasoeeghar mein jalee battee dekhakar khul gaee
sample-chap15-1.wav,14463,use ekaek laga bhor ho gaee hai
sample-chap15-2.wav,11119,uthakar kamare se baahar aa gaee
sample-chap15-3.wav,24912,deevaar par tangee ghadee dekhee to paaya abhee raat ke do baj rahe hain
sample-chap15-4.wav,18016,rasoeeghar mein jhaanka to dekha veena ko
sample-chap15-5.wav,16762,pareshaanasee khadee gais par paanee garam kar rahee thee
sample-chap15-6.wav,34943,itanee raat gae veena ko paanee garam karane kee kya soojhee vah rasoeeghar mein chalee aaee
sample-chap15-7.wav,27838,veena ne maan ko dekha aur chaunkate hue bolee  are maan aap kaise uth gaeen
sample-chap15-8.wav,15717,meree to bartan kee aavaaz se neend khul gaee
sample-chap15-9.wav,8612,laga subah ho gaee
sample-chap15-10.wav,24076,tum itanee raat ko yah paanee garam kyon kar rahee ho  poochha maan ne
sample-chap15-11.wav,17598,uttar ke roop mein paaya veena kee hadabadaahat ko
sample-chap15-12.wav,24285,dabe svar mein veena ne kaha  dev ko garm paanee kee botal de rahee hoon
sample-chap15-13.wav,13418,unhen jaraasa dard ho raha hai
sample-chap15-14.wav,23240,dard kaisa dard kya hua unhen  maan thoda ghabara gaee
sample-chap15-15.wav,15508,kuchh nahin maan kamar mein dard ho raha hai
sample-chap15-16.wav,8821,bas aap so jao
sample-chap15-17.wav,7567,chinta na karo
sample-chap15-18.wav,9657,abhee theek ho jaenge
sample-chap15-19.wav,17807,veena ne baat ko itana kah gais band kar dee
sample-chap15-20.wav,24912,maan ne aage badhakar usakee sahaayata kee rabad kee botal mein paanee daalane kee
sample-chap15-21.wav,19897,veena chaah rahee thee maan unake kamare mein na jae
sample-chap15-22.wav,22613,lekin rokatee kaise vah to usase pahale hee kamare mein ja pahunchee
sample-chap15-23.wav,9657,dev ne unhen nahin dekha
sample-chap15-24.wav,16553,vah aundhe munh palang par leta hua tha
sample-chap15-25.wav,17807,haath usaka apanee kamar se neeche kulhe par tha
sample-chap15-26.wav,11955,dard mein tadap raha tha vah
sample-chap15-27.wav,9657,kuchh samajh na aaya unhen
sample-chap15-28.wav,9030,vaheen khadee rahee kuchh pal
sample-chap15-29.wav,27420,veena bheetar aaee to ishaare se usane maan ko baahar jaane ko kah diya
