filename,wave_size,text
sample-chap26-0.wav,252296,teen maheene ho chale the veena ko deharaadoon se aae
sample-chap26-1.wav,239948,keval do hee baar gaee thee vah ghar maan se milane
sample-chap26-2.wav,163212,is beech amit ne bhee use teen patr likhe the
sample-chap26-3.wav,240832,ghar kee baaton ke siva vah use aur kuchh nahee likhata tha
sample-chap26-4.wav,160568,maan ne khabar dee suneeta ke aane kee
sample-chap26-5.wav,165860,do din kee chhutee mil paee use keval
sample-chap26-6.wav,164096,suneeta se milane ko vah bhee bahut utaavalee thee
sample-chap26-7.wav,162332,ghar pahunchate hee usase lipat gaee
sample-chap26-8.wav,213488,raat ko dono alag baithee to baat suneeta ne chalaee
sample-chap26-9.wav,269936,vah bolee veena se veena bhavishy ke baare mein socha hai kuchh
sample-chap26-10.wav,160568,sochana kaisa achchha hee to chal raha hai sab
sample-chap26-11.wav,336968,veena suneeta kee baat ka arth samajhee lekin use koee mahatv na dete hue usane kaha
sample-chap26-12.wav,190556,yah to vakt kaatane ka tareeka hai
sample-chap26-13.wav,109412,mera matalab to doosara hai
sample-chap26-14.wav,155276,suneeta ne jaanaboojhakar aadhee baat kahee
sample-chap26-15.wav,243476,tum jo kahana chaah rahee ho use samajh rahee hoon main
sample-chap26-16.wav,352844,lekin yah nahin ho sakata veena ka utar bhee sanket maatr hee tha usake manobhaavon ka
sample-chap26-17.wav,172916,hone ko kya nahin ho sakata suneeta ne phir kaha
sample-chap26-18.wav,218780,lekin jo tum chaah rahee ho vah nahin ho sakata
sample-chap26-19.wav,151748,veena ke svar mein kuchh kathorata aa rahee thee
sample-chap26-20.wav,169388,dekho tum apana mood naarmal rakho
sample-chap26-21.wav,194084,main tumase kuchh anuchit kahakar manavaana nahin chaah rahee
sample-chap26-22.wav,190556,main to apane manobhaavon ko prakat kar rahee hoon
sample-chap26-23.wav,93536,tum suno samajh kar javaab do
sample-chap26-24.wav,188792,achchha lage to haan kahana bura lage to nakaar do
sample-chap26-25.wav,132344,lekin man ko naarmal rakho
sample-chap26-26.wav,112940,suneeta ne phir ek koshish kee
sample-chap26-27.wav,77660,mera man naarmal hai
sample-chap26-28.wav,433988,lekin tumase ek hee anurodh hai ki krapa karake jo tumhaare man mein hai use ghumaaphira kar mat kaho
sample-chap26-29.wav,116468,veena ne svayan sanyat svar mein kaha
sample-chap26-30.wav,306980,achchha baaba lo seedhe shabdon mein poochhatee hoon veena tum apane parivaar kee socho phir se
sample-chap26-31.wav,104120,apana ghar basaane kee socho
sample-chap26-32.wav,157040,suneeta ke shabd spasht the is baar
sample-chap26-33.wav,471032,vah to hai mera mera apana main hoon meree yaaden hai isaka sadasy dev har samay hai saath mere bas
sample-chap26-34.wav,462212,veena kshan bhar mein bhaavuk ho gaee itana achchha itana chhota parivaar aur ab to mere har or rangeen najaare hai
sample-chap26-35.wav,112940,dherase bachche aur dherasee unakee khushiyaan
sample-chap26-36.wav,197612,itanee bhaavuk ho gaee ki rone lagee
sample-chap26-37.wav,222308,veena dekho na tum kaisee pagaleesee baaten karatee ho
sample-chap26-38.wav,418112,main to tumase jeevan kee vaastavikata kee baat karana chaah rahee theeaur tum phir bhaavukata kee rau mein bahane lagee
sample-chap26-39.wav,79424,suneeta bhee bhaavuk ho chalee thee
sample-chap26-40.wav,444572,mera jeevan hee meree bhaavanaon se bandha hai aur tum ho ki achchhe chalate jeevan mein rok lagaana chaahatee ho
sample-chap26-41.wav,269936,chaahatee ho ek naam jo odha hai use utaar phenk doon aur doosara odh loon
sample-chap26-42.wav,125288,vah bigad jae phir teesara
sample-chap26-43.wav,123524,bas yahee vaastavikata hai tumhaaree
sample-chap26-44.wav,379304,yahee jeevan hai tumhaare shabdon mein donon bahanen thee lekin sochane ka daayara alagagal tha unaka
sample-chap26-45.wav,188792,veena sach to yahee hai ki yahee vaastavikata hai
sample-chap26-46.wav,218780,bina purush ke naaree aur bina naaree ke purush adhoora hai
sample-chap26-47.wav,224072,suneeta ke shabd veena par apana asar nahin daal rahe the
sample-chap26-48.wav,179972,yah bahut puraanee dakiyaanoosee baat hai
sample-chap26-49.wav,127052,kuchh nahee rakha is bandhan mein
sample-chap26-50.wav,109412,sabase bada bandhan hai man ka
sample-chap26-51.wav,149984,man mein base saathee se bada koee saath nahin
sample-chap26-52.wav,121760,duniyaadaaree sab dikhaava hai
sample-chap26-53.wav,95300,sab chhalaava hai man ka
sample-chap26-54.wav,310508,veena bhee aapanee soch ko apane manobhaavon ko spashat rup se vyakt kar rahee thee
sample-chap26-55.wav,201140,chhlaava nahin kuchh bhee man ka veena samajho jara
sample-chap26-56.wav,188792,dev mila tha tumhen tab bhee tumhen talaash thee ek purush kee
sample-chap26-57.wav,111176,vah tumane dev mein dekha
sample-chap26-58.wav,190556,vah purush nahee tha sirph tumhaare man ka chhalaava tha
sample-chap26-59.wav,75896,chhal liya usane tumhen
sample-chap26-60.wav,164096,kaise bandhee raheen tum us napunsak ke sang
sample-chap26-61.wav,328148,suneeta to aaj jaise thaan kar aaee thee veena ke man mein baithee dev kee yaad ko utaarane kee
sample-chap26-62.wav,366956,lekin veena itana na sun sakee cheekhasee padee bas karo bas suneeta tum had se badh rahee ho
sample-chap26-63.wav,239948,rone lagee mere dev ko in bure shabdon ka haar na pahanao
sample-chap26-64.wav,104120,suneeta ne baahon mein bhar liya use
sample-chap26-65.wav,82952,vah bhee rone lagee
sample-chap26-66.wav,211724,roterote hee bolee kah le mujhe jo kuchh bhee kahana chaahatee hai
sample-chap26-67.wav,299924,aaj man kee har bhadaas nikaal de too lekin meree baat sun veena yah sachchaee hai
sample-chap26-68.wav,382832,jeevan kee sachchaee ko samajh too dev kee yaadon ka palloo baandhe jindagee kaat nahee sakatee too dev jaise kaee aur hain
