filename,wave_size,text
sample-chap33-0.wav,146456,saat samundar paar se
sample-chap33-1.wav,160568,gudiyon ke baajaar se
sample-chap33-2.wav,153512,achchheesee gudiya laana
sample-chap33-3.wav,19448,gudiya chaahe na laana
sample-chap33-4.wav,116468,paapa jaldee aa jaana
sample-chap33-5.wav,322856,paapa jaldee aa jaana
sample-chap33-6.wav,199376,rediyon par bhoolaabisara yah geet aa raha tha
sample-chap33-7.wav,112940,pannaalaal ke kaanon ne suna
sample-chap33-8.wav,130580,jaise spandan hua unake shareer mein
sample-chap33-9.wav,119996,shabd jubaan par chale aae
sample-chap33-10.wav,284048,vah laut aae geet ko ek naya rup dene rediyon par gaana to band ho gaya
sample-chap33-11.wav,178208,aur pannaalaal ke mukh se bol svatah nikalane lage
sample-chap33-12.wav,137636,saat samundar paar se
sample-chap33-13.wav,54728,meree gudiya le aana
sample-chap33-14.wav,132344,gudiyon ke baajaar se
sample-chap33-15.wav,109412,meree gudiya le aana
sample-chap33-16.wav,128816,beet gaee ab shaam suhaanee
sample-chap33-17.wav,151748,meree gudiya ab huee begaanee
sample-chap33-18.wav,137636,raah dikha de koee usako
sample-chap33-19.wav,146456,meree chaahat bata de usako
sample-chap33-20.wav,67076,meree gudiya le aana
sample-chap33-21.wav,112940,meree gudiya le aana
sample-chap33-22.wav,241712,veena jaldee aa jaana
sample-chap33-23.wav,146456,vaana jalde aa jaana
sample-chap33-24.wav,96180,aur vah phoot paden
sample-chap33-25.wav,179092,bachchon kee tarah rone lage maan nirmala ne dekha
sample-chap33-26.wav,183500,ye kya hua ye kis duniyaan mein vicharate hue baaten karane lage hai
sample-chap33-27.wav,61784,hamen nahee jaanate
sample-chap33-28.wav,75896,kisee ko nahee pahachaanate
sample-chap33-29.wav,238184,bas bheetaraheebheetar jis gudiya ko pandrh varsho se yaad kar rahe hai
sample-chap33-30.wav,128816,usee gudiya ke sapanon mein khoe rahate hai
sample-chap33-31.wav,107648,usee gudiya kee jaise yaad hai unako
sample-chap33-32.wav,112940,usee gudiya se milane kee chaah hai unakee
sample-chap33-33.wav,100592,usee gudiya kee raah taak rahe hai
sample-chap33-34.wav,125288,usee gudiya se milane ko betaab hai
sample-chap33-35.wav,299924,aur vah gudiya apanee duniya mein apanee gudiyon se khel rahee hai unheen mein mast hai
sample-chap33-36.wav,72368,unheen kee chinta hai
sample-chap33-37.wav,174680,kaisa hai jeevan ek se do banate hai
sample-chap33-38.wav,75896,do se chaar
sample-chap33-39.wav,192320,aur chaar phir bant jaate hai apaneeapanee duniyaan basaane
sample-chap33-40.wav,162332,apaneeapanee raah par chalane ko betaab
sample-chap33-41.wav,243476,ek kee ginatee jahaan se shuru hotee hai us par koee vaapis nahin lautana chaahata
sample-chap33-42.wav,93536,sabhee aage kee or dekhate hain
sample-chap33-43.wav,257588,aur ek bechaara apanee pahachaan kee talaash mein bhatakata rahata hai
sample-chap33-44.wav,148220,jaise yahaan pannaalaal bhatak rahe the
sample-chap33-45.wav,192320,maan nirmala ne yahee sab likh diya veena ko
sample-chap33-46.wav,213488,ant mein yahee likha ki veena tum mujhe bhool sakatee ho
sample-chap33-47.wav,463976,sabako bhool sakatee ho lekin apane daideejee ko kaise bhool gaee ho jinhonne bachapan mein tumhen godee mein bitha kar bas pyaar hee diya hai
sample-chap33-48.wav,133224,jinhonne kabhee tumase kuchh maanga hee nahin
sample-chap33-49.wav,87364,bas duaen hee dee hai
sample-chap33-50.wav,187028,unakee dua sun lo unakee dua jaan lo
sample-chap33-51.wav,111176,unake praan tumhee mein tike hain
sample-chap33-52.wav,100592,aakar unhen shaanti de do
sample-chap33-53.wav,382832,maan ko dekho apanee bhaavanaon mein bahakar apane pati kee shaanti kee praarthana kar rahee thee vah
sample-chap33-54.wav,213488,amit kee eemel padhakar veena bhaavuk ho gaee thee
sample-chap33-55.wav,121760,lekin utar dete nahin ban pa raha tha
sample-chap33-56.wav,462212,ek naukaree kee vyastata aur upar se bachchon kee dekhabhaal kee jimmedaaree mein doobee veena chaahakar bhee desh lautane kee nahin soch paatee thee
sample-chap33-57.wav,254060,arun kee bhaavanaen to keval apane isee parivaar ke irdagird ghoomatee thee
sample-chap33-58.wav,128816,use doosare sabhee begaane lagate the
sample-chap33-59.wav,372248,usake beete din kee kahaaniyon ko sunakar usakee haanmenhaan milaane vaale use jarur apane lagate the
sample-chap33-60.wav,139400,lekin aisa koee bhee use mila nahee
sample-chap33-61.wav,538064,jab veena hee usake bahut pahale beet chuke bachapan se virakt bhaav rakhatee thee tab aur kaun mil sakata tha use hamadardee jataane bhar se upar saath dene vaala
sample-chap33-62.wav,179972,bachchon kee samajh itanee nahee thee ki ve sab samajh sakate
sample-chap33-63.wav,178208,unhen bhee apanee yahee duniyaan hee apanee lagatee thee
sample-chap33-64.wav,79424,haan unakee maansee aaee thee
sample-chap33-65.wav,158804,usase milakar unhen jarur achchha laga tha
sample-chap33-66.wav,386360,lekin itanee alag thee unakee sabhyata aur sanskrati ki ve apanee maan ke apanon ko bilkul apana nahee samajh pa rahe the
sample-chap33-67.wav,712700,unhen sab baaten naanaanaanee ke ghar kee maamaamaansee kee door kaheen unake parivaar kee baaten apane maan se sunee vaisee hee kahaaniyaan lagatee thee jaisee ve kisee kors kee kitaab mein padhate the
sample-chap33-68.wav,472796,us par unhen to masheenon kee robortas kee staaravaar kee aur subah se shaam tak vyastata bharee jindagee kee kahaaniyaan hee achchhee lagatee thee
