filename,wave_size,text
sample-chap23-0.wav,271700,raat ek baje amit apane kamare mein sone pahuncha
sample-chap23-1.wav,192320,priya ko isee samay vah yaad kar paata tha
sample-chap23-2.wav,213488,usake patr ka smaran aaya to use likhane baith gayaah
sample-chap23-3.wav,104120,meree pyaaree priya
sample-chap23-4.wav,72368,dherasa pyaar
sample-chap23-5.wav,107648,aadhee raat beet chukee hai
sample-chap23-6.wav,151748,abhee aakar apane bistar mein baitha hoon
sample-chap23-7.wav,236420,abhee tak dev ke kamare mein tha use khoon chadh raha hai
sample-chap23-8.wav,176444,mai bhee baitha tha veena bhaabhee aur mammee ke paas
sample-chap23-9.wav,209960,pichhale do dinon mein usamen kaaphee parivartan aaya hai
sample-chap23-10.wav,232892,usakee dasha kabhee bigadatee hai kabhee theek ho jaatee hai
sample-chap23-11.wav,178208,har dam baaba bhootanaath ko yaad karate rahate hai
sample-chap23-12.wav,144692,aaj unhonne sandesh bhijavaaya hai
sample-chap23-13.wav,284048,sandesh milane ke baad to vah adhik aashaanvit ho gaya hai
sample-chap23-14.wav,525716,baaba taareekh ko aa rahe hain aur unaka yahee sandesh aaya hai ki dev ko ghabaraane kee koee aavashyakata nahin usake kasht ka nivaaran hoga
sample-chap23-15.wav,289340,aur aise mein chup hokar apane se jo ban sake vahee karana hee behatar hai
sample-chap23-16.wav,231128,baaba itane nishchay se kah rahe hai to koee kaaran hoga hee
sample-chap23-17.wav,206432,isalie dhairy se dekh lenge ki kya hoga
sample-chap23-18.wav,206432,aise hee shaanti se usaka samay beetana chaahie
sample-chap23-19.wav,220544,dev ke sir ke tyoomar ka aakaar bhee ab kuchh kam ho gaya hai
sample-chap23-20.wav,647432,yadi yah shubh ka prateek hai to yah sab veena bhaabhee kee tapasya ka phal hai aur dhairy mein seva bhaav mein jindagee kee keemat ko samajhane mein mainne unhen apana guru maan liya hai
sample-chap23-21.wav,217016,jaanata hoon tum aajakal isee kaaran se udaas rahatee hogee
sample-chap23-22.wav,400472,aise mein ham donon yadi iktthe hote to shaayad hamaaree udaasee ekadoosare kee nikatata paakar kuchh kam ho jaatee
sample-chap23-23.wav,195848,abhee upar baitha raha to veena bhaabhee ko sula diya tha
sample-chap23-24.wav,169388,vah kal raat bhee nahee so sakee thee
sample-chap23-25.wav,127052,dev bhee dava kee khumaaree mein tha
sample-chap23-26.wav,751508,aise mein khoon kee botal se nikalatee har boond ko dekhate hue kabhee deevaar kee taraph dekhata tha kabhee tumhaaree mammee kee taraph jo ungh rahee thee lekin mere baarabaar kahane par bhee nahin uth rahee theen aur kabhee tumhen yaad karata tha
sample-chap23-27.wav,157040,meree priya mujhe bahut yaad aa rahee thee
sample-chap23-28.wav,155276,lekin main usase abhee nahee mil sakata
sample-chap23-29.wav,735632,isalie yahaan rahate hue bhee mai apanee priya ko adhik se adhik yaad karata rahata hoon itana yaad karata hoon ki usakee yaad meree nasanas ko meree aatma ko usake naam se trapt kar detee hai
sample-chap23-30.wav,60020,isee ke saath
sample-chap23-31.wav,55608,sirph tumhaara
sample-chap23-32.wav,90892,amit
sample-chap23-33.wav,306980,taareekh subah dev ne raharah kar ek jidd shuru kar dee
sample-chap23-34.wav,195848,veena kaise pooree karatee usakee jidd
sample-chap23-35.wav,84716,maan nirmala ne suna
sample-chap23-36.wav,95300,nikat chalee aaee dev ke
sample-chap23-37.wav,423404,bolee dev jee kaise kah rahen hai aap aapakee is dasha ko dekhate hue kaise sambhav hai
sample-chap23-38.wav,206432,meree dasha aisee hai tabhee to kah raha hoon
sample-chap23-39.wav,86480,dev ne phir doharaee apanee baat
sample-chap23-40.wav,130580,aansoo usakee aankhon se tapak rahe the
sample-chap23-41.wav,324620,veena thee ki dev ke aansoo ponchhatee lekin apane aansoo nahin rok pa rahee thee
sample-chap23-42.wav,462212,amit maan jaega kya priya maanegee nahin kya is samay uchit lagega unhen apanee sochane kee maan ne punah kaha
sample-chap23-43.wav,146456,meree ichchha hai meree antim ichchha
