filename,wave_size,text
sample-chap4-0.wav,179972,veena dekh rahee thee vigyaapan
sample-chap4-1.wav,45908,akhabaar mein
sample-chap4-2.wav,147336,alag kamare mein baith kar dekhatee thee
sample-chap4-3.wav,244360,isalie nahin ki shaadee ke bina use ab achchha nahin lagata tha
sample-chap4-4.wav,239948,balki isalie ki vah apane maataapita kee chinta mitaana chaahatee thee
sample-chap4-5.wav,204668,chhotee bahan rajanee ka rishta pakka ho chuka tha
sample-chap4-6.wav,174680,ghar vaale chaah kar bhee rishta na thukara sake
sample-chap4-7.wav,70604,paanch betiyaan theen
sample-chap4-8.wav,121760,ek suneeta ka vivaah hee hua tha
sample-chap4-9.wav,359016,umr mein do varsh ka antar tha sabake lekin veena thee ki use koee pasand nahin aata tha
sample-chap4-10.wav,330796,kaheen na kaheen use koee kamee khatak jaatee thee aur iseelie vah haan nahin kahatee thee
sample-chap4-11.wav,141164,nirmala bhee tang aa chukee thee
sample-chap4-12.wav,354608,aakhir har maan kee chaahat hotee hai ki vah apanee putree ke lie achchhe se achchha var talaash kare
sample-chap4-13.wav,395180,lekin veena ke maamale mein use lagane laga tha ki usakee pasand kadaapi bhee veena kee pasand nahin ho sakatee
sample-chap4-14.wav,728576,aise mein veena kee maanakar unhonne rajanee ke rishte vaalon se yahee vaayada liya tha ki shaadee pahale veena kee karenge bas jaise bhee ho unhen saalachhah maheene prateeksha karanee padegee
sample-chap4-15.wav,98828,ladake kee pasand thee rajanee
sample-chap4-16.wav,95300,sabane haan kar dee
sample-chap4-17.wav,754152,aise mein maan ko veena kee chinta satae rahatee thee iseelie usane ek din veena ko kah diya tha gusse mein kheejate hue tumhaare lie tumhaare sapanon ka raajakumaar to ab dhoondhana mujhe tedhee kheer lagata hai
sample-chap4-18.wav,105004,svayan dhoondh kar batao tab maanoon
sample-chap4-19.wav,156156,is par veena kuchh bolee na thee
sample-chap4-20.wav,161452,man hee man usane kuchh thaan liya tha
sample-chap4-21.wav,560996,isee ka parinaam tha ki har ravivaar ko vah akhabaar mein vaivaahik kaaailam ko dhyaan se dekhatee aur svayan apane pita kee taraph se patr likh detee thee
sample-chap4-22.wav,328148,us din bhee vah dekh rahee thee vigyaapan aur aise mein hee ek vigyaapan par usakee drshti padee
sample-chap4-23.wav,317564,na hee usane kisee se jaanane kee koshish kee ki yah aaaipareshan kis cheez ka hota hai
sample-chap4-24.wav,188792,usane kaagaj kalam uthaee aur likhane baith gaee
sample-chap4-25.wav,169388,patr likhate samay usake dil kee dhadakan badh gaee thee
sample-chap4-26.wav,301688,na jaane kyon use lag raha tha ki vah usake lie suyogy var saabit hoga
sample-chap4-27.wav,363428,vah svayan shikshika thee praeemaree skool mein aur kaaailej ka laikcharaar use apane lie achchha laga
sample-chap4-28.wav,176444,man se bhee vah kisee aise var kee chaah karatee thee
sample-chap4-29.wav,236420,na use koee vyaapaaree pasand tha na hee usake parivaar ko
sample-chap4-30.wav,261996,sabhee padhelikhe the aur vyaapaar karane vaale ko apane yogy nahin maanate the
sample-chap4-31.wav,257588,aakhir kaee log hain duniya mein jo paise ko praathamikata nahin dete
sample-chap4-32.wav,407528,veena to yahee samajhatee thee ki paisa svayan aa jaata hai yadi vyakti shikshit ho sulajha hua ho
sample-chap4-33.wav,320212,naukaree karane vaalon kee jeevan charya adhik achchhee hotee hai vyaapaar karane vaalon kee apeksha
sample-chap4-34.wav,230244,kyonki vyaapaar mein achchhebure din sabhee dekhane ko mil sakate hain
sample-chap4-35.wav,268172,naukaree mein bandheebandhaee aamadanee mein jeene kee kala svayan aa jaatee hai
sample-chap4-36.wav,205552,patr likhakar veena ne ek baar phir padha
sample-chap4-37.wav,69720,santusht ho gaee
sample-chap4-38.wav,597160,ekaek na jaane kya vichaar aaya man mein ki uthakar jaldee se apane pars mein se apanee ek photo nikaal laee aur use bhee patr ke saath liphaaphe mein band kar diya
sample-chap4-39.wav,343140,kuchh der vah liphaaphe ko dekhatee rahee phir kuchh sochakar muskuraee aur us par apana pata likh diya
sample-chap4-40.wav,225836,pahale veena patr likhane ke baad apane pita ko de diya karatee thee
sample-chap4-41.wav,221428,vahee liphaaphe mein band karake use daak mein daal aaya karate the
sample-chap4-42.wav,261116,lekin na jaane kyon use aaj kisee ko bhee kuchh bhee bataane ka man nahin hua
sample-chap4-43.wav,201140,chupachaap patr band karake usane pars mein daal liya
sample-chap4-44.wav,257588,yahee sochakar ki agale din skool jaate samay vah svayan use daak mein daal degee
sample-chap4-45.wav,216132,vaise bhee ravivaar ke din daak to nikalatee nahin
sample-chap4-46.wav,196732,veena aaj apane man ko halka mahasoos kar rahee thee
sample-chap4-47.wav,152628,kaee baar usaka man hua ki vah rajanee ko bata de
sample-chap4-48.wav,93536,nirmala ko bata de
sample-chap4-49.wav,65312,lekin vah chup rahee
sample-chap4-50.wav,397828,kaheen koee meenamekh nikaalane laga pahale kee tarah to aise mein vah apana mood kharaab nahin karana chaahatee thee
sample-chap4-51.wav,451628,aakhir shaadee use apanee pasand ke purush se karanee thee aur yahee use apanee pasand ka lag raha tha
sample-chap4-52.wav,363428,aaj daak mein ek bada sa paiket aaya dekhakar amit ne jhapatakar use utha liya tha
sample-chap4-53.wav,492200,vah dev ke vaivaahik vigyaapan ke sandarbh mein aae patron ka paiket tha jo ki hindustaan taims vaalon ne bheja tha
sample-chap4-54.wav,220544,pahale to amit ka man hua ki use vah vaheen khol le
sample-chap4-55.wav,87360,lekin phir use theek nahin laga
sample-chap4-56.wav,168508,use lekar vah ramesh ke paas chala gaya
sample-chap4-57.wav,315800,ramesh usake haath mein paiket dekhate hee bola lao lao inheen kee prateeksha thee
sample-chap4-58.wav,102356,aur vah uth kar baith gaya
sample-chap4-59.wav,121760,dev tab yoonivarsitee gaya hua tha
sample-chap4-60.wav,247004,amit paiket ramesh kumaar ko thama kar svayan vaheen baith gaya
sample-chap4-61.wav,189672,ekek karake sabhee patr ramesh ne dekhe
sample-chap4-62.wav,130580,amit bhee sabhee dekhe ja raha tha
sample-chap4-63.wav,133228,kul lagabhag pachaas patr the
sample-chap4-64.wav,176444,usamen se keval paanch patr alag kie the ramesh ne
sample-chap4-65.wav,142928,amit ne unamen se ek patr utha liya
sample-chap4-66.wav,111176,usamen photo bhee tha
sample-chap4-67.wav,104120,ladakee dekhane mein achchhee lag rahee thee
sample-chap4-68.wav,148220,patr ek baar dubaara padha usane
sample-chap4-69.wav,462212,phir apanee raay jaahir karane ke lie usane munh khola hee tha ki ramesh ne kahana shuroo kar diya logon ko jara bhee akl nahin hai
sample-chap4-70.wav,86480,saaphasaaph likha tha
sample-chap4-71.wav,119996,vigyaapan mein aaaipareshan ke baare mein
sample-chap4-72.wav,195848,koee likhata hai kya cheez hotee hai
sample-chap4-73.wav,213488,koee likhata hai ki kya ladake ne is vishay mein peeechadee kee hai
sample-chap4-74.wav,139400,koee kya likhata hai koee kya
sample-chap4-75.wav,347552,ek yahee patr hai bas jisamen is ladakee ka chitr hai isake pita ne ek bhee prashn nahin kiya
sample-chap4-76.wav,146456,sulajha hua lagata hai yah vyakti
sample-chap4-77.wav,400472,jab aap ek baat khol den to adhik savaalajavaab karane se behatar hai svayan hee jaanakaaree haasil kar lee jae
sample-chap4-78.wav,564524,ramesh ko jaise vah ladakee bhee bha gaee thee aisa lag raha tha usake shabdon se vaise bhee yah vyakti achchhee post se ritaayar hua hai
sample-chap4-79.wav,79424,sabhee bachche padhelikhe hain
sample-chap4-80.wav,155276,koee emesasee hai koee beeesasee mein padh raha hai
sample-chap4-81.wav,155276,svayan achchhe sarakaaree pad se ritaayar hua hai
sample-chap4-82.wav,119996,vigyaan kitanee tarakkee kar chuka hai
sample-chap4-83.wav,178208,aisee baaten to ab aam cheez hain
sample-chap4-84.wav,132344,tabhee laga dev aa gaya hai
sample-chap4-85.wav,137636,ramesh ne use apane kamare mein bula liya
sample-chap4-86.wav,238184,dev bhee samajh gaya tha patr aae hain tabhee bulaaya hai
sample-chap4-87.wav,63548,aakar baith gaya
sample-chap4-88.wav,400472,ramesh ne use dekhate hue kaha pachaas ke kareeb patr hain unamen se mujhe keval ek patr theek laga hai
sample-chap4-89.wav,151748,saath mein ladakee ka photo bhee hai
sample-chap4-90.wav,36204,tum dekh lo
sample-chap4-91.wav,123524,ve log deharaadoon rahate hain
sample-chap4-92.wav,92656,ladakee eme beeed hai
sample-chap4-93.wav,150864,teechar hai kendriy vidyaalay mein
sample-chap4-94.wav,122644,saaree phemilee padheelikhee hai
sample-chap4-95.wav,55608,sundar bhee hai
sample-chap4-96.wav,154396,ramesh jaise aashvast ho chuka tha
sample-chap4-97.wav,88244,dev ne photo dekha
sample-chap4-98.wav,56492,achchha tha
sample-chap4-99.wav,93536,patr par sarasaree nigaah daalee
sample-chap4-100.wav,174680,bola aaaipareshan ke baare mein kuchh nahin poochha
sample-chap4-101.wav,102356,are bhaee padhelikhe hain
sample-chap4-102.wav,193200,jo baat pahale kah dee vigyaapan mein saaph likha hai
sample-chap4-103.wav,105004,vah usase hee samajh gae hain
sample-chap4-104.wav,157040,ramesh kumaar ne apane vichaar prakat kie
sample-chap4-105.wav,149984,lekin hamen phir bhee khulaasa karana chaahie
sample-chap4-106.wav,132344,dev ne apanee ichchha jaahir kee
sample-chap4-107.wav,140280,lekin svar usaka bhee daba hua tha
sample-chap4-108.wav,172036,yaani usako bhee ladakee achchhee lagee thee
