filename,wave_size,text
sample-chap14-0.wav,17389,dev ko teen din baad phir dard hua
sample-chap14-1.wav,18434,saaree raat veena usakee maalish karatee rahee
sample-chap14-2.wav,18643,ekek karake dev ne dard kee chaar goliyaan kha leen
sample-chap14-3.wav,11328,tab kaheen vah so paaya
sample-chap14-4.wav,25121,subahasavere veena ne amit se dev kee dasha ke vishay mein baat kee
sample-chap14-5.wav,14672,vah bhee chintit ho utha
sample-chap14-6.wav,14254,dev us samay baatharoom mein tha
sample-chap14-7.wav,46855,veena ke paas samay tha amit se baat karane ka bolee vah  amit us din doktar gupta kee baat sunakar mujhe dar lag gaya
sample-chap14-8.wav,44138,ekaek aisa laga ki jaise vah kahana chaah rahe hon ki aage yadi dard ho to ve doosare kisee aspataal mein jaen
sample-chap14-9.wav,23240,vahaan ke speshalist ko dikhaen aur rediyotharaipee karava len
sample-chap14-10.wav,29510,amit yah sunakar bola  rediyotharaipee aapane us din to mujhe bataaya nahin
sample-chap14-11.wav,21568,use tanik aashchary hua  usakee kya jaroorat hai
sample-chap14-12.wav,18225,vah to bola ki mainne opareshan ke baad hee kaha tha
sample-chap14-13.wav,21777,veena ne sanyat svar mein kaha  ab bhee der nahin huee
sample-chap14-14.wav,17389,dev ko dard baarabaar uth raha hai
sample-chap14-15.wav,27420,aisa kyon kaha usane  apane man ke bhay ko kuchh ujaagar kiya usane
sample-chap14-16.wav,46855,main kya jaanoon bhaabhee usane aisa kyon kaha haan opareshan ke baad usane aisa kuchh nahin kaha tha isaka mujhe poora pata hai
sample-chap14-17.wav,26375,tab vah baat ramesh bhaee ya mohan bhaee se hee karata tha
sample-chap14-18.wav,13836,ve saaree baaten mujhe bata dete the
sample-chap14-19.wav,20106,amit kee baat mein sachchaee thee veena ko laga
sample-chap14-20.wav,15090,veena kee aankhon se aansoo tapak pade
sample-chap14-21.wav,13418,amit bhee bhaavuk ho gaya
sample-chap14-22.wav,14672,bola  bhaabhee duhkhee mat hoeee
sample-chap14-23.wav,17389,main to har kisee se aapakee misaal deta hoon
sample-chap14-24.wav,25539,aapane kitanee himmat kee dev se shaadee kee haan karake
sample-chap14-25.wav,18225,veena ne aansoo ponchhate hue dekha amit kee or
sample-chap14-26.wav,10910,ghar mein sabase chhota
sample-chap14-27.wav,15717,shabdon mein kaheen use chaturaee na dikhee
sample-chap14-28.wav,25957,ekaek kah uthee tum bhee aisa hee samajhate ho ki mujhe pata tha
sample-chap14-29.wav,31390,haan vigyaapan to jo banaaya tha vah dev ne hee likh kar diya tha
sample-chap14-30.wav,45601,shesh main itanee baat jaanata hoon ki dev ne aapase jaroor baat kee hogee ya phir ramesh bhaee ne aapake daidee se
sample-chap14-31.wav,14463,amit ko aashchary ho raha tha
sample-chap14-32.wav,10493,veena ke mukh se aisa sunakar
sample-chap14-33.wav,23031,veena tab bolee  tumhen premasa darja diya hai
sample-chap14-34.wav,15090,apana chhota bhaee maanane lagee hoon
sample-chap14-35.wav,32644,tumase hee kahakar man halka kar rahee hoon ki mujhe is baat ka kuchh pata nahin chala
sample-chap14-36.wav,39959,vigyaapan mein jo likha tha vah to medikal tarm mere kya kisee bhee padhelikhe ko samajh nahin aa sakatee
sample-chap14-37.wav,25121,lekin usake baad kisee ne bhee is baat ka jikr nahin kiya
sample-chap14-38.wav,25957,mere ghar vaale to abhee bhee nahin jaanate ki dev mein koee kamee hai bhee
sample-chap14-39.wav,33689,sab meree aur dev kee jodee ko dekhadekh kar hee khushee se bhare hain
sample-chap14-40.wav,16762,veena kee baat sunakar sann rah gaya amit
sample-chap14-41.wav,41004,bola  ye kaise ho sakata hai bhaabhee main jo ghar bhar kee jimmevaaree nibhaata hoon main bhee is dhokhe mein raha
sample-chap14-42.wav,29092,thoda aavesh mein aa gaya vah  main aaj hee ramesh bhaee ko patr likhakar poochhoonga
sample-chap14-43.wav,13418,unhonne yah baat kyon nahin kholee
sample-chap14-44.wav,17180,nahin tum aisa kuchh nahin karoge
sample-chap14-45.wav,9657,kisee se bhee nahin bologe
sample-chap14-46.wav,13627,aur na hee dev se bhee kuchh poochhoge
sample-chap14-47.wav,21986,tumhen meree kasam is baat ko tumase kah diya yahee kaaphee hai
sample-chap14-48.wav,14463,na jaane kaise main himmat kar baithee
sample-chap14-49.wav,18016,aaj mere dil ka bojh halka ho gaya hai
sample-chap14-50.wav,14672,lekin jo kuchh kaha hai bhaee maanakar
sample-chap14-51.wav,14045,isase aage tum chup rahoge
sample-chap14-52.wav,13627,vah bolatee ja rahee thee
sample-chap14-53.wav,11955,mammeedaidee aa rahe hain
sample-chap14-54.wav,15508,dhyaan rahe unhen kuchh na pata lage
sample-chap14-55.wav,17389,mere daidee vaise to bahut shaant prakrti ke hain
sample-chap14-56.wav,19479,par jab unhen gussa aa jae to kuchh ka kuchh kar dete hain
sample-chap14-57.wav,14672,na jaane kya nirnay le baithen
sample-chap14-58.wav,18225,mainne sab apane bhaagy par chhod diya hai
sample-chap14-59.wav,22613,dev ka mere jeevan mein aana likha tha vah ho gaya
sample-chap14-60.wav,11955,ab jo hoga achchha hee hoga
sample-chap14-61.wav,19897,mujhe to lagata bhee nahin ki main kabhee dev ko nahin jaanatee thee
sample-chap14-62.wav,14881,main man se dev ko chaahane lagee hoon
sample-chap14-63.wav,43511,aise mein tum meree itanee hee madad kar do ki mere maataapita jaise hansate hue khushee se aaen vaise hee vah lauten
sample-chap14-64.wav,27002,shesh jo hoga jaisa hoga achchha hee hoga aisa mera vishvaas hai
sample-chap14-65.wav,44556,amit ko lagee veena deveeroop ek shakti is tej raphtaar se chalatee jindagee mein anoothee aurat
sample-chap14-66.wav,30555,jise shaadee ke baad pata laga ki usake saath dhokha hua hai lekin khush hai
sample-chap14-67.wav,19270,apanee khaatir hee nahin apane parivaar kee bhee khaatir
sample-chap14-68.wav,17598,jisane kitanee khushee se sab apana liya hai
sample-chap14-69.wav,26793,abhee das minat pahale tak use jo lag raha tha vah to bilkul asaty tha
sample-chap14-70.wav,29301,usake man mein jo bhaav the vah aur oopar utha gae veena ke svaroop ko
sample-chap14-71.wav,16553,barabas usakee aankhon se aansoo bah nikale
sample-chap14-72.wav,16971,bola vah  main bhee aapaka gunaahagaar hoon
sample-chap14-73.wav,13418,mujhe jo chaahe saja de do
sample-chap14-74.wav,26375,kaisee baat karate ho amit bhaee samajha tabhee man kee baat kah rahee hoon
sample-chap14-75.wav,9657,aisa kuchh bhee mat socho
sample-chap14-76.wav,15090,mujhe tumase kya kisee se gila nahin hai
sample-chap14-77.wav,22195,veena kee baat sunakar amit natamastak ho gaya
sample-chap14-78.wav,18852,baatharoom se paanee chalane kee aavaaz band ho gaee thee
sample-chap14-79.wav,42884,dev ke nikal aane mein chand hee minat the tab veena ne baat samaapt karate hue kaha  dhyaan rakhana jo tumhen kaha hai
sample-chap14-80.wav,18225,aur yah kahakar vah rasoeeghar kee or badh gaee
sample-chap14-81.wav,14045,aur amit apane kamare mein chala gaya
sample-chap14-82.wav,34107,dev ko devarabhaabhee ke beech hue vaartaalaap ka kuchh pata na chala
sample-chap14-83.wav,26166,apane maataapita se milakar veena ka man prasann ho utha
sample-chap14-84.wav,38287,pyaar se maan kee godee mein sir rakh kar aankhen band kar leen usane
sample-chap14-85.wav,9030,maan ka sahaara
sample-chap14-86.wav,18225,maan jise vah apane dil ka sab haal bata sakatee thee
sample-chap14-87.wav,25330,maan jo usake man kee bhaasha ko badee saralata se padh sakatee thee
sample-chap14-88.wav,34107,maan nirmala ko lag raha tha jaise veena bahut dinon baad shaanti pa rahee hai usase milane ke baad
sample-chap14-89.wav,26375,jaise man mein usake dherasee baaten hain jo vah usase kahana chaahatee hai
sample-chap14-90.wav,39541,aise mein hee jab ve donon kamare mein akele rah gae tab poochha nirmala ne  veena too khush hai na
sample-chap14-91.wav,13627,haan maan bahut khush hoon
sample-chap14-92.wav,14672,veena ne aankhen band kie hue kaha
sample-chap14-93.wav,6104,bahut khush hoon
sample-chap14-94.wav,24494,aur usake shaant chehare par band aankhon se aansoo bahane lage
sample-chap14-95.wav,53333,yah aansoo khushee ke the ya ki kisee gam kee pahachaan karava rahe the ekaek nirmala na samajh paee bolee  are aansoo kyon bahaatee ho
sample-chap14-96.wav,33480,mujhase milane kee itanee chaah thee to chalee aatee deharaadoon main door to nahin itanee
sample-chap14-97.wav,50408,usakee aankhen ponchhate hue bolee  shaadee ke baad rahee bhee kitana hai too mere paas do hee din ab naagapur se aaoongee to saath chalana mere
sample-chap14-98.wav,14463,dasapandrah din mere paas rahana
sample-chap14-99.wav,12373,dev aakar tujhe le jaenge
sample-chap14-100.wav,26584,aankhen band kie veena ne tab kaha  tum laut aao maan naagapur se
sample-chap14-101.wav,11955,mere paas rahana kuchh din
sample-chap14-102.wav,16344,mere lie to dev ko chhodakar jaana mushkil hai
sample-chap14-103.wav,30346,are kyon mushkil hai  maan ko veena ka yoon kahana achchha bhee laga
sample-chap14-104.wav,13000,man mein socha kitanee achchhee baat hai
sample-chap14-105.wav,34316,patipatnee mein itana pyaar ho gaya hai ki ab ekadoosare ke bina kaheen rahana nahin chaahate
sample-chap14-106.wav,19897,vaise hee bhaav lie bolee  achchha laga sunakar
sample-chap14-107.wav,13836,par betee maan ko bhee to teree yaad aatee hai
sample-chap14-108.wav,10910,dev jee se main kahoongee
sample-chap14-109.wav,16135,kuchh din jaroor rahane ko chalana mere saath
sample-chap14-110.wav,18225,veena ko laga vah bhaavuk ho uthegee
sample-chap14-111.wav,22195,man kee baat kaheen shabd banakar mukh se nikal na jaen
sample-chap14-112.wav,9030,ekaek uthakar baith gaee
sample-chap14-113.wav,34943,aankhen saaph karate hue bolee  chalo na maan aap naagapur se pahale achchhee khabar le aao
sample-chap14-114.wav,16971,mera kya hai jab man aaega main aa jaoongee
sample-chap14-115.wav,17389,aur rajanee kee shaadee kee taareekh pakkee ho jaegee
sample-chap14-116.wav,20733,tab to main shaadee se pahale aakar saath hee to rahoongee aapake
sample-chap14-117.wav,11746,baat vaheen ruk gaee
sample-chap14-118.wav,13418,dev kolej se laut aaya tha
sample-chap14-119.wav,30764,maan nirmala va pita pannaalaal ko usane charan sparsh kiya aur unaka haalachaal poochhane laga
sample-chap14-120.wav,23031,baaton hee baaton mein nirmala ko laga ki dev jaise bechain hai
sample-chap14-121.wav,26375,poochh uthee vah  tabiyat theek hai na dev jee kuchh bechain lag rahe hain
sample-chap14-122.wav,39750,dev tab halkaasa dard mahasoos kar raha tha use dabaate hue bola  nahin bas thak gaya hoon
