filename,wave_size,text
sample-chap2-0.wav,278756,ghar se vida hokar veena arun ke sang madhuban hotal mein aa gaee
sample-chap2-1.wav,157920,aage ka kaaryakram vaheen se tay hona tha
sample-chap2-2.wav,269056,madhuban hotal mein prem ne pahale se hee do kamare buk karava rakhe the
sample-chap2-3.wav,381948,ek mein veena va arun ruk gae aur doosare mein arun ka mitr suneel va maan kalaavatee thahar gae
sample-chap2-4.wav,304336,yah saadageepoorn parinay bandhan veena ke pichhale dinon se bilkul vipareet tha
sample-chap2-5.wav,155276,koee bahoo ke svaagat ke lie nahin tha
sample-chap2-6.wav,324620,na hee grhapravesh kee rasm thee na koee mangalageet na aaratee utaaree kisee ne
sample-chap2-7.wav,239948,saas saath hee thee par usakee upasthiti na ke baraabar thee
sample-chap2-8.wav,336968,jo arun ko samajh aa raha tha vahee vah karava raha tha apane mitr se kahakar
sample-chap2-9.wav,188792,haan usaka photo seshan bahut lamba chala
sample-chap2-10.wav,213488,veena ke sang usane lagabhag do reel tasveeren khinchavaeen
sample-chap2-11.wav,208196,shaadee ke in palon ko vah sanjokar rakhana chaahata tha
sample-chap2-12.wav,369600,reetirivaaz kee use jaanakaaree na thee aur na hee kalaavatee koee reetirivaaz nibhaana chaah rahee thee
sample-chap2-13.wav,354608,veena apane mein hee khoee huee thee aur apanee upasthiti muskura bhar kar pooree kar rahee thee
sample-chap2-14.wav,283168,raat ka khaana khaane ke samay prem va suneeta bhee aa gae the
sample-chap2-15.wav,385476,sabane ekasaath khaana khaaya aur vaheen tay hua ki ve log kal subah dillee vaapis laut jaenge
sample-chap2-16.wav,354608,khaana samaapt kar prem va suneeta ne unase vida lee aur arun unhen neeche chhodane aaya
sample-chap2-17.wav,581284,risepshan kauntar ke paas ruk kar usane prem se ekaek poochh liya  prem yahaan ka bil kya tumane ada kar diya hai ya ki subah tum aaoge
sample-chap2-18.wav,481616,prem ko kuchh atapataasa laga ekaek arun ka poochhana aur aise mein vah bas itana hee kah paaya  isakee aap chinta na keejie
sample-chap2-19.wav,112056,main sab svayan kar loonga
sample-chap2-20.wav,244360,aisee baat nahin hai prem mainne bas apanee jaanakaaree ke lie poochha hai
sample-chap2-21.wav,374012,main subah svayan poochhakar kreditakaard se pement kar doonga arun ne apanee baat saphaee se kah dee
sample-chap2-22.wav,266408,pahale to usane poochhaaphir svayan hee apane prashn ka khulaasa kiya
sample-chap2-23.wav,467504,lekin prem shishtaachaar mein phir se bola  yah sab aap mujh par chhodie main subah nau baje aapako yaheen miloonga
sample-chap2-24.wav,287576,isase aage baat yaheen samaapt karate hue prem ne kaha  ab aap aaraam keejie
sample-chap2-25.wav,80304,subah se thake hue hain
sample-chap2-26.wav,149984,aur arun se haath mila kar usane vida lee
sample-chap2-27.wav,179092,suneeta is beech kuchh nahin bolee
sample-chap2-28.wav,108528,bas arun ko nihaaratee rahee
sample-chap2-29.wav,144692,shaadee do aatmaon ka milan hai
sample-chap2-30.wav,276992,sanyog jab banata hai to saatasamandar paar se bhee rishta jud jaata hai
sample-chap2-31.wav,384596,ek saptaah pahale koee arun ko jaanata bhee na tha aur ek saptaah baad vah ghar ka sadasy ban gaya hai
sample-chap2-32.wav,262880,yah rishta banaane kanaada se chalakar arun ka aana jaise nishchit tha
sample-chap2-33.wav,194084,suneeta kuchh aisee hee baaten sochatee hai
sample-chap2-34.wav,208196,ghar mein sabhee use majaak mein daadee maan bhee kahate hain
sample-chap2-35.wav,424288,kamare mein laut kar arun ne dekha veena parda hata kar baahar jagamagaatee masooree kee sundarata ko dekh rahee thee
sample-chap2-36.wav,636848,deharaadoon se masooree aur masooree se deharaadoon kee chhata raat ko dekhane se aisa lagata ki ek aakaashaganga oopar hai aur doosaree yahaan dharatee par
sample-chap2-37.wav,501900,lekin arun ko is samay na oopar kee aakaashaganga dikh rahee thee aur na door masooree kee jagamagaatee roshanee se aanand aa raha tha
sample-chap2-38.wav,310508,vah to veena ko apane nikat dekhakar aseem aanand kee anubhooti pa raha tha
sample-chap2-39.wav,212608,vah chup baithee veena ko ek tak nihaarane laga
sample-chap2-40.wav,518660,kitanee sundar thee vah badeebadee see aankhen lambeepatalee naak sundar honth kul milaakar ek aakarshak chehara
sample-chap2-41.wav,149100,dekhane vaala ekatak dekhata rah jaata
sample-chap2-42.wav,196732,veena ne ek najar arun kee or dekha
sample-chap2-43.wav,334320,use svayan ko dekhate paakar vah laja gaee aur apanee aankhen neechee kar leen
sample-chap2-44.wav,172036,usane halke se muskuraane kee cheshta kee
sample-chap2-45.wav,218780,arun ne ise aamantran samajh kar usaka chehara uthaaya
sample-chap2-46.wav,680948,usakee aankhon mein jhaankate hue usane kaha main jab kanaada se aaya tha to sapane mein bhee ummeed na thee ki tum jaisee sundar ladakee mujhe apanee patnee ke roop mein milegee
sample-chap2-47.wav,150864,aaj mujhe apanee kismat par naaz hai
sample-chap2-48.wav,345788,tumhen apane saath paakar bhool gaya hoon ki main pandrah varshon se bilkul akela hoon
sample-chap2-49.wav,276112,arun ne apanee hatheliyon mein le liya tha veena ke chehare ko
sample-chap2-50.wav,157920,veena bhee ekatak dekh rahee thee ab usako
sample-chap2-51.wav,149104,lekin vah bolee nahin kuchh bhee
sample-chap2-52.wav,382832,arun ne use dekhate hue phir kahana shuroo kar diya tumhen mere saath kuchh din ajeebasa lagega
sample-chap2-53.wav,251412,lekin meree koshish rahegee ki tumhen main khush rakh sakoon
sample-chap2-54.wav,558352,aur khush rakh sakoonga tabhee jab tum apane beete dinon ko bhool jaogee aur mere saath aane vaale har pal ka sukh bhog sakogee
sample-chap2-55.wav,191440,usakee baat sunakar veena kee palaken bheeg aaee theen
sample-chap2-56.wav,85596,vah kuchh bolane ko huee
sample-chap2-57.wav,154396,usake honth lekin phadaphada kar rah gae
sample-chap2-58.wav,278756,arun ko laga ki use aisee baat nahin karanee chaahie thee
sample-chap2-59.wav,192320,tab usane kaha oh aay am riyalee vairee saaairee
sample-chap2-60.wav,143808,mujhe aisee baat nahin karanee chaahie thee
sample-chap2-61.wav,290224,aur veena vishvaas rakho aage se aisa kuchh na kahoonga
sample-chap2-62.wav,456920,yah kahakar arun ne usake gaalon ko thapathapaaya aur haath hataate hue bola chalo utho ab chenj kar lo
sample-chap2-63.wav,63548,veena uthane ko huee
sample-chap2-64.wav,314036,tab arun ne phir kaha main pichhale pandrah varshon se akela hoon kanaada mein
sample-chap2-65.wav,125288,mere akelepan ka saathee nahin mila mujhe
sample-chap2-66.wav,426048,tum milee ho itane varshon baad to ab lagata hai jeevan mein akelepan kee ghadiyaan ab nahin aaengee
sample-chap2-67.wav,309628,aur meree koshish bhee rahegee ki tum bhee koee kamee mahasoos nahin kar sako
