filename,wave_size,text
sample-chap27-0.wav,201140,amit va priya veena se vida lekar laut aae
sample-chap27-1.wav,420756,veena ne chalate hue yahee kaha tha dev kee barasee ke baad tum donon ka byaah racha loon yahee meree ichchha hai
sample-chap27-2.wav,127936,shesh sab baad mein sochenge
sample-chap27-3.wav,344024,ekaek amit ko laga ki shaayad abhee bhee veena apanee soch ko kuchh samay dena chaahatee hai shaayad
sample-chap27-4.wav,188792,lekin usamen kuchh to badalaav aa hee gaya tha
sample-chap27-5.wav,232008,veena ke shabdon mein haan thee yahee bhaav samete ve ghar laut aae
sample-chap27-6.wav,164980,amit to maan nirmala ka dulaara ban gaya
sample-chap27-7.wav,232892,kaise hoga kaun dhoondhega sab amit par chhod diya maan ne
sample-chap27-8.wav,160568,lekin amit ko apane maanbaap ka bhee dar tha
sample-chap27-9.wav,74132,bhaeeyon ka bhee
sample-chap27-10.wav,102356,ve sab to baaten banaenge
sample-chap27-11.wav,215252,isee duvidha mein pada amit agale chhah maheene kuchh na kar saka
sample-chap27-12.wav,199376,apanee priya kee shaadee kee chinta bhee use satae ja rahee thee
sample-chap27-13.wav,261116,jo maadhyam tha usaka vah svayan duhkhon ke pahaad ko uthaaye jee raha tha
sample-chap27-14.wav,54728,kisase kahata
sample-chap27-15.wav,132344,kaun usakee sahaayata kar sakata tha
sample-chap27-16.wav,134108,ek chiraag tha usake paas prem
sample-chap27-17.wav,149984,haan vahee vah spashtavaadee tha
sample-chap27-18.wav,287576,paristhitiyon ko bevajah milaajula kar nae aayaam nahin sthaapit karane vaala
sample-chap27-19.wav,483380,kisee kee jindagee mein jo kuchh ghatit hua hai usaka doshee samaaj ko ya kisee parivaar ke doosare sadasy ko na maanane vaala
sample-chap27-20.wav,164096,lekin jo kahana hai bejhijhak kahane ko tatpar
sample-chap27-21.wav,133224,prem yoonit se laut raha tha
sample-chap27-22.wav,348436,ghar jaate hue usakee tren jab dillee pahunchee to amit steshan par usase milane pahunch gaya
sample-chap27-23.wav,164096,prem ko use dekhakar aashchary hua
sample-chap27-24.wav,204668,saamane khade amit ko usake man ko samajhata bhee tha
sample-chap27-25.wav,112940,ekadoosare se ve gale mile
sample-chap27-26.wav,179972,bahut achchha laga kisee apane ko chhah maheene baad milakar
sample-chap27-27.wav,218780,prem ne usake haath ko pakade hue kaha tumhen kisane bataaya tha
sample-chap27-28.wav,84716,priya kee chitthee aatee hai
sample-chap27-29.wav,67076,usee ne likha tha
sample-chap27-30.wav,52964,amit ne kaha
sample-chap27-31.wav,185264,jaise sanket diya ki priya aur usak sambadh kaayam hai
sample-chap27-32.wav,372248,abhee prem apanee koee pratikriya deta amit ne punah kaha pichhale maheene main deharaadoon gaya tha
sample-chap27-33.wav,160568,mammee ne bhee kaha tha ki tum aa rahe ho
sample-chap27-34.wav,110292,bahut achchha laga amit tumase milakar
sample-chap27-35.wav,182620,prem ko amit achchha lagata tha pahale se
